TIMESTAMP #, PEOPLE DOING BBQ#, TEMPERATURE#, PEOPLE LEAVING CITY#
250, 3446, 35.826067057163186, 49600
251, 32725, 35.16236489194568, 4233
252, 65643, 30.945162924050905, 23869
253, 71409, 25.705012215943167, 42227
254, 42414, 19.585034055876466, 60664
255, 16764, 14.28478239438514, 78811
256, 4804, 10.8385167043911, 97213
257, 363, 10.091309037586456, 50857
258, 5560, 12.24185554222383, 2943
259, 16161, 16.94678095851041, 21333
260, 25102, 23.119186443013774, 40744
261, 35191, 28.446061901423665, 60216
262, 35769, 33.113109867224836, 79469
263, 16491, 35.17128646578757, 98243
264, 1203, 35.325397818163694, 49218
265, 34353, 31.12557911420514, 297
266, 92361, 26.20799274990092, 18719
267, 62031, 19.73608248523037, 36859
268, 27326, 14.308695124061401, 56550
269, 9884, 10.842141983607622, 75649
270, 3180, 10.095580055661193, 94516
271, 621, 12.225838147948958, 45733
272, 9012, 17.00567737104828, 0
273, 32132, 23.026072871395638, 19594
274, 47368, 29.14135758040886, 37898
275, 58597, 33.48697402979811, 57363
276, 33301, 35.38908786362142, 76133
277, 16062, 35.15837683209671, 95927
278, 2792, 31.736726849390323, 46547
279, 47443, 25.661806760187062, 419
280, 72863, 19.56462654802894, 19711
281, 34147, 14.380366590784764, 38001
282, 14245, 10.82238050452076, 57500
283, 5530, 10.092780644129162, 76327
284, 2679, 12.319394148607271, 95848
285, 700, 16.949772480641585, 46847
286, 16967, 22.554770356421894, 70
287, 56484, 29.00329528566354, 19322
288, 75406, 32.834895087422844, 38509
289, 50418, 35.67254957843331, 58000
290, 27618, 35.19044197610435, 76990
291, 15736, 31.62280212834359, 95881
292, 3685, 25.801272593091817, 47139
293, 39099, 19.66540499261893, 0
294, 42969, 14.36986470982625, 19303
295, 18514, 10.852695329447927, 38727
296, 8018, 10.09260006390147, 57246
297, 4838, 12.229261163034668, 75487
298, 4073, 16.809070361129272, 94139
299, 1839, 22.95484284107982, 47686
300, 30628, 29.10234565536281, 399
301, 93729, 32.78806974957318, 18439
302, 67105, 36.126386369763246, 37946
303, 39297, 34.221223481287225, 56495
304, 32123, 31.15940093423487, 75595
305, 22555, 25.91460355055935, 93940
306, 4521, 19.790882470066865, 45243
307, 23830, 14.289244406814094, 0
308, 22686, 10.84463064258995, 19635
309, 10501, 10.09244843822177, 38216
310, 6992, 12.24023094193578, 56257
311, 7281, 16.740844209775208, 74870
312, 7825, 23.091549841152712, 94317
313, 3366, 28.4198675037937, 45834
314, 48610, 33.415704232445506, 525
315, 78112, 35.967953050554634, 19111
316, 51907, 34.938645156288466, 38421
317, 42973, 30.9395252418319, 58084
318, 39331, 26.18266952510296, 76515
319, 17888, 19.798216955853288, 96206
320, 1652, 14.215078226944495, 50876
321, 11029, 10.82939950692653, 3629
322, 12557, 10.092730395463006, 22862
323, 8730, 12.244880600551458, 42479
324, 9582, 16.81986171485571, 62212
325, 11878, 23.053129411216425, 81454
326, 10951, 28.51793399238177, 100000
327, 0, 33.84026435741284, 54492
328, 34602, 34.95596033327775, 9399
329, 63139, 34.87173476804061, 27409
330, 50929, 31.7980201931698, 45557
331, 48112, 26.19646208646925, 64374
332, 27165, 19.92994769813568, 82807
333, 7587, 14.38352226016306, 100000
334, 0, 10.841538913597073, 54793
335, 5903, 10.091601827736767, 7049
336, 10517, 12.307181920615818, 25879
337, 12474, 16.801197354714926, 45610
338, 17059, 22.61681768573457, 64387
339, 20240, 28.809060893825272, 83730
340, 15003, 33.077307251957315, 100000
341, 0, 35.16691682308756, 53931
342, 31566, 34.88849117981167, 8677
343, 63985, 31.220944786647333, 28369
344, 65919, 25.53449253893012, 47962
345, 37699, 19.821986637963423, 65990
346, 14847, 14.267458804807848, 84681
347, 3464, 10.828350128946346, 100000
348, 0, 10.091748869551717, 53714
349, 5237, 12.24847130766632, 5967
350, 15674, 16.874633601773365, 24429
351, 23910, 22.880303958141237, 43235
352, 33018, 28.385241639577124, 61243
353, 34697, 33.4279542357547, 79277
354, 16257, 35.3213568648727, 97431
355, 1738, 35.34948802255852, 48621
356, 34689, 31.695000328770156, 2025
357, 87216, 26.04698285544407, 20365
358, 60031, 19.906027117609312, 38485
359, 27083, 14.347673712485628, 57325
360, 9760, 10.83900169825291, 75458
361, 3203, 10.093697513496275, 93711
362, 711, 12.258680591797592, 47597
363, 8749, 16.84660636385275, 0
364, 31534, 22.736635559689482, 18360
365, 46893, 29.200741366993373, 37195
366, 59503, 33.26715167054159, 56205
367, 34775, 35.43998192352006, 75720
368, 16272, 34.54984739801807, 95398
369, 3311, 30.950980531827348, 47253
370, 49455, 25.98883270213934, 1059
371, 74251, 19.619119682531558, 20810
372, 33867, 14.33080832809629, 40189
373, 13648, 10.834532673957302, 59720
374, 5253, 10.092111620846111, 78751
375, 2404, 12.213305212120812, 97386
376, 433, 17.01888571804695, 48124
377, 16694, 23.11213256780995, 0
378, 59352, 28.35117502125004, 19170
379, 72189, 33.687367607471714, 37352
380, 48194, 35.58317299368381, 56343
381, 28919, 34.767742251532354, 75923
382, 17032, 31.594261981666886, 94955
383, 4523, 25.746249440980076, 46233
384, 39600, 19.59640197834804, 0
385, 42668, 14.337107130088333, 18526
386, 18607, 10.85027896964292, 37013
387, 8239, 10.094320465981799, 56510
388, 4923, 12.313174911162156, 75757
389, 4083, 16.715962069798625, 94329
390, 1760, 22.866307746755922, 44977
391, 31966, 28.75655902080291, 0
392, 91882, 33.84117193309172, 18732
393, 61789, 35.086992688641644, 36970
394, 43466, 35.24073192372805, 55256
395, 30476, 31.16366928578783, 73682
396, 24315, 26.218252409549805, 92223
397, 5939, 19.909316337068862, 42829
398, 25179, 14.227697999654954, 0
399, 22491, 10.850841620186513, 18411
400, 10673, 10.093357508414478, 36548
401, 7182, 12.234960549211173, 56069
402, 7306, 16.897430559723734, 75674
403, 7717, 22.697658386307186, 94308
404, 3258, 28.692874279412266, 48996
405, 46656, 33.10684246420131, 3435
406, 77599, 36.036883560746546, 21563
407, 50045, 34.60840091726032, 39802
408, 43124, 31.774091839903523, 58109
409, 37082, 26.025478918829222, 76732
410, 17511, 19.822372706581852, 96151
411, 1680, 14.373598804003517, 50088
412, 11457, 10.82853433540649, 2773
413, 12667, 10.092518100693457, 22180
414, 8807, 12.2307988634303, 41774
415, 9677, 16.94494303849049, 59875
416, 12801, 22.967417542611827, 79026
417, 12293, 28.875109190106134, 98764
418, 1145, 32.94544799408088, 51773
419, 39221, 35.377163028594424, 5213
420, 63853, 34.4589781405193, 23913
421, 55149, 31.201055868174674, 42516
422, 52973, 25.925846656160086, 61052
423, 29087, 19.76564505760676, 79533
424, 8884, 14.390457001386547, 99247
425, 173, 10.851212683742824, 53742
426, 6052, 10.092469651764786, 7251
427, 10496, 12.266149541297777, 25953
428, 12378, 16.864395532571937, 44117
429, 17659, 23.00524441023696, 62497
430, 22053, 28.978211674478676, 81410
431, 17345, 32.957202963661125, 100000
432, 0, 35.2676263565393, 51531
433, 32942, 34.238122544188705, 4516
434, 70411, 31.582629505867686, 23439
435, 68696, 25.82217005225678, 41539
436, 43312, 19.525491840375942, 59797
437, 17030, 14.281541744659828, 78827
438, 4798, 10.819520071065543, 98026
439, 256, 10.093643994873974, 50017
440, 5658, 12.22260570678174, 4770
441, 15807, 16.756539036347327, 23965
442, 23721, 22.72894506169333, 43156
443, 32628, 28.80325867881547, 61691
444, 35313, 33.38633046005573, 79763
445, 15926, 35.57145319657788, 98242
446, 1165, 34.87808201746311, 50400
447, 34781, 30.894074511787615, 4793
448, 89616, 26.2215008496242, 22890
449, 58909, 19.767585572205103, 41277
450, 25496, 14.243064413333393, 60981
451, 8795, 10.85015059670314, 79102
452, 2733, 10.091298665668669, 97196
453, 317, 12.257661492231382, 49979
454, 8350, 16.812592824241978, 4254
455, 30070, 22.526470683186947, 22614
456, 43632, 28.360614587649287, 42181
457, 51672, 32.98390558896811, 61272
458, 31407, 36.01211400365013, 80191
459, 12664, 34.52887747983264, 99391
460, 439, 31.098716215264037, 50854
461, 45612, 26.198746282058142, 1727
462, 74946, 19.964143803653453, 20484
463, 35213, 14.413653864385523, 39334
464, 14003, 10.814422853908862, 58300
465, 5418, 10.091557296625677, 76433
466, 2666, 12.242190396171331, 95409
467, 764, 16.738741551616766, 49866
468, 15607, 22.582035761221242, 2279
469, 55369, 29.057176010158663, 20640
470, 74450, 33.80025278985931, 40339
471, 45503, 36.00643100398893, 58377
472, 26624, 35.28031770726521, 77809
473, 15066, 31.52225638420648, 97197
474, 2525, 25.881521329116556, 51230
475, 36298, 19.7536641194073, 5146
476, 41125, 14.419441875215973, 23172
477, 17749, 10.842370648072748, 41480
478, 7643, 10.094539734508544, 60226
479, 4503, 12.303173390157259, 79996
480, 3364, 16.761034279711847, 98057
481, 606, 22.940526450630905, 49502
482, 29528, 28.386090115695673, 123
483, 89419, 33.58269167730563, 18631
484, 63094, 35.02914455102426, 37007
485, 43643, 34.74283937820111, 55194
486, 31758, 31.63601365280288, 74824
487, 22504, 26.2511257685524, 94286
488, 4375, 19.67192490192359, 49066
489, 21900, 14.33641376298363, 1212
490, 22560, 10.846279158483814, 20903
491, 10339, 10.094143392898141, 39544
492, 6844, 12.301235836945201, 58529
493, 6972, 16.94784093606767, 78040
494, 7008, 22.90578057807961, 96851
495, 1835, 29.182858928924347, 49789
496, 47512, 33.078404314325844, 2107
497, 78833, 35.27363067097853, 21863
498, 53080, 34.95661488096872, 40645
499, 41361, 31.250951773290883, 58658
500, 37966, 25.555059892957534, 76787
501, 16843, 19.7359603164113, 96064
502, 1703, 14.223107952511512, 50728
503, 11075, 10.833076645271127, 5682
504, 12298, 10.095537518301446, 25318
505, 8457, 12.265196769805913, 44762
506, 9233, 16.80683464778026, 64326
507, 11196, 22.72834068099094, 83449
508, 9499, 28.63944654020338, 100000
509, 0, 33.20411825207818, 52789
510, 37664, 35.18037228750283, 4749
511, 65195, 35.314306481807485, 23814
512, 51584, 30.824872200013445, 42950
513, 53955, 25.98684039355818, 61488
514, 28897, 19.914936693338788, 80405
515, 8634, 14.417205770282617, 99439
516, 129, 10.812794830209516, 53219
517, 6077, 10.091747202138391, 4325
518, 10826, 12.312115129618286, 22981
519, 12972, 17.009883109469452, 41951
520, 18661, 22.843283054284765, 61485
521, 22330, 28.361581845624706, 79600
522, 18232, 33.11155504251864, 99176
523, 661, 35.04725336031475, 53053
524, 32478, 34.50355601892728, 7972
525, 66471, 31.5251322232863, 26153
526, 66529, 25.496000571392067, 44445
527, 40125, 19.861018932443784, 62721
528, 16338, 14.295066070888861, 81064
529, 4299, 10.814403633005456, 99972
530, 3, 10.094532485120029, 51541
531, 5486, 12.259042596421532, 4723
532, 15909, 16.810648153062214, 23724
533, 23950, 22.772595147341637, 43410
534, 32607, 29.162564639998692, 61724
535, 36168, 33.34999938143048, 80718
536, 15216, 36.018021596346045, 98916
537, 692, 34.56482566189175, 51623
538, 34774, 31.004301408894996, 5908
539, 87897, 25.696136038095943, 24756
540, 55203, 19.601889521471936, 43983
541, 23915, 14.42013534057046, 63576
542, 8415, 10.829620625912817, 82687
543, 2256, 10.093744346021257, 100000
544, 0, 12.320341361937807, 50877
545, 8284, 16.747383088488686, 2490
546, 30387, 22.726789673948932, 21477
547, 45064, 29.118267221584897, 40829
548, 55743, 33.68510618949219, 60193
549, 30628, 35.00643770549419, 78965
550, 14600, 35.34688459440756, 97571
551, 1640, 31.07767381530643, 49537
552, 46902, 25.973842071083087, 3968
553, 71985, 19.5240678743759, 22353
554, 32886, 14.327328892836592, 40995
555, 13457, 10.817184750113896, 60138
556, 5182, 10.092265504787001, 78325
557, 2452, 12.23505954613964, 97827
558, 361, 16.95961104868386, 49729
559, 16065, 22.915308644041577, 3134
560, 56517, 28.45690033488578, 21392
561, 70729, 33.27665278564081, 40790
562, 46982, 35.059166338530126, 59780
563, 27798, 34.44669284872337, 78286
564, 15754, 30.998907110814194, 97205
565, 2611, 25.60305561825022, 49718
566, 36622, 19.657567487012336, 618
567, 42670, 14.211077633979272, 19062
568, 18162, 10.834520051649603, 37847
569, 8106, 10.092636164190964, 57629
570, 4795, 12.299987034398042, 76762
571, 3906, 16.829173155254832, 95472
572, 1424, 22.992536213361117, 49597
573, 29606, 29.122202491021532, 2647
574, 91739, 32.91071491880323, 21321
575, 64152, 35.87073044510362, 39404
576, 39200, 35.30526382024253, 58605
577, 28048, 31.52039832903221, 77240
578, 20511, 26.188455419392504, 96208
579, 2889, 19.698992799855745, 51102
580, 21083, 14.34530105050335, 2667
581, 22255, 10.816629738177381, 21069
582, 10260, 10.091796759320266, 39656
583, 6828, 12.251707288109909, 57803
584, 7037, 17.01394137884976, 76606
585, 7524, 22.824164944601232, 95875
586, 2387, 28.880899791382664, 49892
587, 46439, 33.69597645566956, 2463
588, 74984, 35.560922676906735, 20474
589, 52775, 34.80101908542431, 38603
590, 43318, 31.721642328014983, 56646
591, 38520, 26.043495694478466, 76260
592, 17891, 19.88605916544095, 95466
593, 1992, 14.3328556793848, 47816
594, 11911, 10.832013130004993, 0
595, 13036, 10.092246194170654, 18360
596, 9239, 12.275014502641872, 37389
597, 10482, 16.895333331473346, 55409
598, 14142, 22.577583229575033, 74074
599, 14684, 29.049533471170786, 92457
600, 7072, 33.37571479244121, 44639
601, 43603, 36.07865262970321, 0
602, 63581, 35.14095959648884, 19753
603, 55100, 31.62597331312989, 39480
604, 54137, 25.61110381590594, 59026
605, 29862, 19.878029426121092, 78194
606, 9573, 14.406701467391297, 96985
607, 695, 10.833420250486238, 51680
608, 6301, 10.094126380005498, 5304
609, 10720, 12.30246196510592, 24260
610, 12736, 16.96363803022485, 42418
611, 18411, 22.955684188730825, 61210
612, 22712, 28.346189053582595, 80430
613, 17471, 33.403035143594344, 99374
614, 492, 35.04354957042908, 52010
615, 33210, 34.51149394432801, 6300
616, 67637, 30.806554978317266, 25412
617, 70631, 25.615717003619576, 44425
618, 40518, 19.92341142664891, 63073
619, 16286, 14.373655447739129, 81475
620, 4252, 10.81930269423877, 100000
621, 0, 10.093770953781803, 51084
622, 5537, 12.321724333440784, 3494
623, 16280, 16.923530974562897, 22712
624, 24595, 22.983474229898057, 41515
625, 34326, 28.706448947143183, 60564
626, 36108, 33.40788425600742, 79578
627, 16045, 35.70205661757967, 99137
628, 566, 34.5214182883433, 52448
629, 34298, 31.69380106675534, 4115
630, 85363, 25.67108501699535, 22401
631, 56820, 19.525840159295434, 40720
632, 25112, 14.380580237336618, 60057
633, 9178, 10.816895685275899, 78960
634, 2735, 10.094542713734537, 97728
635, 257, 12.239541642599061, 51356
636, 8096, 16.785880618512152, 2752
637, 30445, 23.050658933155034, 22072
638, 46006, 28.648110467233153, 40674
639, 54099, 32.84689894711231, 59122
640, 33487, 35.62840660998833, 77281
641, 14993, 34.22098787340795, 95718
642, 3161, 31.236677426064677, 46557
643, 49127, 26.156832298577292, 0
644, 76019, 19.52925472793767, 18283
645, 34629, 14.380516703121234, 37680
646, 14319, 10.850906306184676, 55771
647, 5786, 10.09416742898716, 73848
648, 2960, 12.222904099151558, 92622
649, 1224, 16.900613780532343, 45052
650, 17438, 22.521326070377686, 0
651, 56356, 28.617441024710015, 19658
652, 73107, 33.882606169349884, 38517
653, 46598, 35.18483875128578, 57784
654, 28884, 34.93014140279255, 77512
655, 15704, 31.47946818402522, 97179
656, 2549, 26.033956009257928, 48043
657, 39127, 19.81683802405784, 74
658, 43601, 14.216925072167069, 19048
659, 18180, 10.850903301219127, 38730
660, 8015, 10.093374174874834, 57902
661, 4765, 12.290303102482415, 76972
662, 3864, 16.864843724710905, 96365
663, 1148, 22.578651653014006, 47725
664, 29610, 29.049999782585708, 2500
665, 91422, 33.78443125396631, 21401
666, 60019, 35.102267168922275, 40127
667, 41238, 34.917220956808926, 58147
668, 29257, 31.440644760604652, 76803
669, 21022, 25.644275952628142, 94961
670, 3681, 19.916389429925186, 47567
671, 23109, 14.296158905431332, 0
672, 22708, 10.843498306636276, 18978
673, 10585, 10.095332713060511, 37883
674, 7034, 12.235578180153698, 56050
675, 7310, 16.82433642743556, 74787
676, 7929, 23.01255287255536, 93401
677, 3882, 28.56116965931546, 47668
678, 47432, 33.26278933861553, 747
679, 78837, 35.96287278320613, 18897
680, 52066, 34.75488288103429, 38078
681, 43848, 31.03419195420863, 57653
682, 39477, 25.832415170304294, 76997
683, 17055, 19.904974452272313, 96504
684, 1539, 14.41324208334629, 48300
685, 11933, 10.832957101291901, 2889
686, 12662, 10.09312998730271, 20982
687, 8944, 12.277784703771466, 40312
688, 9997, 16.840836210239953, 59877
689, 12643, 22.989389054597986, 79041
690, 12307, 29.206577212397097, 98643
691, 1286, 32.91910715197319, 53340
692, 38021, 35.34998997592339, 5783
693, 63609, 34.909894044133864, 24762
694, 52625, 31.004615200863743, 43131
695, 53124, 25.55422484893622, 61687
696, 27798, 19.75684549196005, 79940
697, 8700, 14.222818548331585, 98688
698, 294, 10.844967437868865, 51908
699, 6284, 10.092766016358828, 5929
700, 10647, 12.305762520854804, 23965
701, 12793, 16.701594010458038, 42095
702, 17946, 22.5940157140556, 61232
703, 21989, 28.500263340454357, 80373
704, 17713, 33.06776310781845, 98659
705, 1080, 35.41130141392784, 52862
706, 31666, 34.37702347862207, 6013
707, 68562, 31.469047089446825, 25116
708, 67729, 25.858877198998172, 43701
709, 41829, 19.683600429800762, 62478
710, 16152, 14.283613744806138, 81064
711, 4292, 10.817920283546028, 100000
712, 0, 10.094437796266043, 53646
713, 5248, 12.304769525612668, 4907
714, 15997, 16.85576019964661, 22923
715, 24332, 22.688404023476778, 41620
716, 33391, 28.686844930723133, 61255
717, 35427, 33.273472790281964, 80125
718, 15774, 35.81244727009425, 98627
719, 892, 34.51978858638598, 49837
720, 36186, 31.373553224429404, 3809
721, 87584, 26.068740246558505, 22186
722, 58756, 19.650920195493747, 41202
723, 25228, 14.346819630587857, 59632
724, 9232, 10.850554851151955, 78223
725, 2848, 10.095628736889738, 97353
726, 299, 12.259466687443865, 48756
727, 8557, 17.009407471437182, 2650
728, 31294, 23.124987139627656, 21209
729, 46816, 28.57936158092425, 40526
730, 53974, 33.230050341026754, 58724
731, 32866, 35.323386614765184, 78506
732, 14542, 35.13469179759175, 97446
733, 1754, 31.601005060319853, 52399
734, 42655, 26.244023467023137, 3892
